source_id,distance_gspphot,teff_gspphot,mh_gspphot,logg_gspphot,phot_g_mean_mag
5653014308360288640,,,,,20.378748
4206275671598041984,,,,,19.474915
4206275675885437696,,,,,19.552647
4206275675885438592,698.8492,3782.2769,-1.1632,5.0083,18.94061
2818710826465166336,678.2364,3834.5127,-1.2487,5.0447,18.977135
4206275675885439104,,,,,20.627838
2818710895184640512,,,,,20.606672
4206275675885440256,,,,,19.155754
2818710963904123264,,,,,19.95053
2818711002560225152,1299.8436,4787.437,0.0134,4.5991,16.974367
4206275675885445248,,,,,19.159323
2818711032623597312,1554.8954,4576.3037,-0.6437,4.7102,18.050644
4206275675885456256,,,,,20.099045
5651992831994780416,3600.9255,4749.471,0.1256,3.0904,15.468624
5651992896419128576,,,,,20.236485
5651992930778867968,,,,,20.63718
1827922589237377920,,,,,20.03547
5651992930778875392,998.7749,4357.117,-1.9999,5.0493,18.874556
1827922589237381120,,,,,20.564445
5651992999498360192,2615.1145,5072.907,-1.5242,4.7917,18.867418
5651993003792698240,,,,,20.514818
1827922589237381248,,,,,20.088291
1827922589237381760,,,,,20.880772
5651993003792761728,,,,,20.900986
1827922589237383040,,,,,19.220564
5651993033858110976,1179.5078,5444.522,-0.7742,4.6044,16.201788
1827922589237384960,,,,,20.090914
1827922589237389696,,,,,20.503717
2805893136521065344,,,,,12.477778
2805893170880803200,,,,,19.48959
2805893269664545280,,,,,19.000584
2805893269664548992,2025.3883,5379.498,-0.6975,4.6336,17.429365
3127793341859206400,823.5341,4558.401,-2.9286,4.9703,18.085154
2805893308319687552,,,,,19.31369
3127793371921827456,696.7706,3954.0493,-2.8799,4.7997,18.983025
2805893372743767168,,,,,20.613455
3127793371921838592,,,,,19.046524
2805893407103507712,,,,,20.23174
3127793371921841024,,,,,19.56782
1827862047391235456,,,,,19.15563
1827862047391239936,,,,,20.518038
1827862047391617408,,,,,19.365906
1827862047391619584,,,,,19.459768
1827862047391624320,,,,,19.110537
1827862047391627776,,,,,19.45198
1827862047391628288,,,,,19.548737
1827862047391628800,,,,,19.972588
1827862047391629568,,,,,19.919113
1827862047391629824,,,,,20.572985
1827862047391630464,,,,,19.38066
1827862047391633664,,,,,19.787737
1827862047391640448,,,,,19.950733
1827862047392043008,,,,,19.972887
3128158650300607104,,,,,19.670229
3128158650300728192,836.5333,3865.4446,-0.8323,4.8856,18.584612
3128158654592160512,,,,,19.299246
3128158654596231168,889.1574,4468.527,-3.668,4.639,18.05351
3128158654596232576,1421.86,6767.832,-0.5836,3.9587,14.960771
3128158684659381504,956.7017,4082.894,-2.853,4.6434,18.825258
3128158688951993984,,,,,17.872871
3128158688952001024,,,,,20.323606
3128158688955995392,1653.1364,6857.4487,-0.0978,4.3468,16.206697
3128158719019116032,673.995,3787.1533,-0.8567,4.9018,18.547497
3128158719019123200,,,,,18.343306
3128158719019681664,494.0277,3392.1116,-0.7359,4.6018,18.710672
3127462968677117568,846.7796,4458.659,-1.5839,4.8922,17.772861
3127462968677476096,499.068,3424.9587,-1.1328,4.6239,18.887432
3127462972970118656,,,,,19.729998
3127462972970149376,,,,,19.53234
3127462972970149632,,,,,20.197514
3127462972970155648,,,,,20.23639
3127462972975523328,175.8958,3780.8257,-0.3252,4.7551,15.400495
3127462972975526144,,,,,19.2888
3127462972975526272,753.5919,4001.523,-1.4409,5.0137,18.754454
3127462972975528064,,,,,19.15751
3127463003036856960,,,,,16.640533
3127463003036860800,714.6918,3983.574,-2.9101,4.8066,18.965176
5387902607293337984,2113.5437,5742.874,-0.5212,4.5234,17.284634
5387902611589173376,,,,,20.822584
5387902611589501184,,,,,20.791706
5387902611590973056,1873.444,5099.1143,-0.6865,4.4474,17.203798
5387902641653081600,,,,,19.439617
5387902641653083136,,,,,19.34989
5387902645948585472,,,,,20.809685
5387902645950713856,1120.728,4415.241,-0.2042,4.5457,17.476757
5387902645950715520,1420.0338,4839.719,-1.3231,4.7723,17.815668
5387902645950715776,,,,,19.647274
5387902676012817536,1495.9808,4853.6987,-1.6648,4.8376,18.100676
5387902680308708608,,,,,20.908148
5387902710372560128,1871.1816,4749.56,-0.8783,4.7616,18.328306
5387902710372564736,210.1562,3339.9893,-0.0773,4.9003,17.39393
5651023195882068992,3037.5618,5275.473,-1.6198,4.7842,18.887964
5651023195882073344,,,,,19.099255
5651023195882084224,1411.8866,4560.208,-1.467,4.8585,18.447292
5651023230241812352,2267.0813,5144.01,-2.6685,4.7831,18.540016
5651023230241813888,2272.2358,5034.278,-1.9251,4.7923,18.69628
5651023234536080512,,,,,19.856533
5651023264601561088,668.5179,3811.2825,-1.1954,5.0261,18.918715
5651023268897906560,418.831,4627.182,-0.6098,4.6282,16.297256
5651023298961284480,1947.4728,4768.0537,-2.0734,4.6359,18.301535
5651023303256780544,,,,,20.69299
5651023333321026688,,,,,20.278728
5651023333321030528,422.4083,3633.6594,-0.6596,4.7506,18.036146
2812526558891067520,,,,,19.505781
2812526588955134592,,,,,19.116262
2812526696330020608,,,,,20.28218
2812526726394097024,,,,,19.412766
2812526726394100224,,,,,19.84314
2812526898192789120,363.1524,3172.2756,-0.0533,4.9745,18.983547
2812527005567665024,779.3524,4355.716,-0.3117,4.2699,15.611917
2812527005567665280,840.7994,5521.776,-0.4149,4.3124,14.2027235
2812527039927402752,,,,,14.098109
2812527074287141248,2064.5564,5877.5073,-2.0823,4.6152,17.129885
2812527108646894976,1227.7223,4927.904,-0.2861,4.4624,16.249561
2812527246085848192,941.7344,5721.1553,-0.3099,4.4061,14.977094
3128525101206850560,,,,,18.072065
3128525131268882048,,,,,20.010042
3128525131270107520,1543.6871,4784.8804,-3.7225,4.9095,18.521557
3128525131270109952,307.6713,3190.9873,-0.2791,5.03,18.915844
3128525131270116992,,,,,20.172258
3128525131270117120,,,,,19.467844
3128525131270121856,638.3067,3715.988,-1.2381,4.5381,17.955856
3128525131270122624,1032.3107,5469.468,-1.578,4.38,15.410876
3128525131270137088,1178.086,4660.239,-1.6176,4.8689,17.914875
3128525131270149760,1274.1045,4522.046,-1.7644,4.9154,18.47034
3128525131270882560,,,,,17.043259
3128525131273277440,1198.2323,4452.4463,-1.7184,4.9393,18.576132
3128525135566588288,,,,,18.342194
5389603036384856960,1182.8544,4498.1577,-1.3549,4.848,18.134727
5389603036384860160,1758.8953,4412.4355,-1.2855,4.3979,17.832512
5389603040681741184,1268.0261,5645.982,-0.3923,4.4797,15.908259
5389603070744583936,,,,,20.57474
5389603070744585088,,,,,20.3318
5389603070744588160,706.05,3571.2163,-1.1836,4.4161,18.66894
5389603075039894912,,,,,20.739637
5389603075040182784,,,,,20.55819
5389603105104340352,746.8999,4116.374,-0.638,4.765,17.584585
5389603105104341760,2594.0642,6208.867,-1.1175,4.3186,16.827766
5389603105104352384,,,,,20.00414
5389603139464060416,1717.9193,4924.1694,-0.5934,4.6786,17.68603
5389603143759648512,,,,,20.32768
1827972337837861632,871.6779,4216.0806,-2.0701,4.4285,18.66479
1827972337837863168,1272.747,4820.633,-1.3913,4.3782,18.143951
1827972337843955584,758.3625,4300.9175,-1.5184,4.9016,18.885277
1827972337843956096,754.3059,3709.1257,-1.1866,4.4589,18.59903
1827972337843957632,,,,,18.960161
1827972337843959168,,,,,19.912176
1827972337843959552,749.3366,4305.5195,-1.4392,4.8889,18.681528
1827972337843959936,,,,,19.177378
1827972337843960192,,,,,19.659878
1827972337843961856,,,,,19.274368
1827972342152743168,,,,,20.659098
1827972342152748416,791.0316,4197.8584,-2.0521,4.4273,18.492596
1827972342152751616,,,,,20.058365
5388995526148848640,,,,,19.687008
5388995556210832768,,,,,20.214323
5388995556210841344,,,,,19.372166
5388995560505632384,,,,,20.220812
5388995560506481664,,,,,20.705242
5388995560508442752,781.4993,4884.1245,-0.1564,4.5517,15.669479
5388995560508587904,1217.4065,4865.0684,-0.1983,4.3518,15.928843
5388995560508769152,,,,,20.823307
5388995590570567424,,,,,20.234226
5388995590570568064,,,,,19.387531
5388995590570570624,,,,,19.260977
5388995594868324352,,,,,20.06882
5388995624930318208,,,,,19.077793
5388995624930331392,,,,,20.467064
4206665040434224896,,,,,17.766914
4206665040434256896,,,,,20.436506
4206665040443224832,,,,,18.104242
4206665040443226624,2005.7612,4581.917,-0.0403,2.6392,13.866076
4206665040443231744,967.7992,4745.8486,-1.465,4.8211,17.398777
4206665070497490176,1000.2619,5232.776,-1.3174,4.7192,16.841028
4206665070497499904,908.2401,4728.757,-1.4908,4.8267,17.685871
4206665070497502976,1290.6199,6004.238,-0.3058,4.0456,14.564338
4206665070497507968,824.9441,4041.0652,-0.8449,4.8154,17.936367
4206665070499523840,506.6022,3675.506,-0.5539,4.8412,18.489536
4206665070499526528,,,,,19.457684
4206665070499539712,,,,,19.016748
4206665070499553664,1118.554,4273.6157,-2.6066,4.7196,18.61092
5650118057294995072,2575.8206,5603.7793,-1.2898,4.717,17.99781
5650118091653275264,2400.6213,5038.503,-1.3917,4.7907,18.72406
5650118091653276544,,,,,19.217285
5650118091654744960,1048.1919,4000.7058,-0.7332,4.8107,18.759745
5650118095949000960,,,,,19.561918
5650118126014447616,,,,,20.357437
5650118126014454400,,,,,19.151987
5650118126014457728,1997.6744,5461.8345,-0.866,4.6379,17.35865
5650118126014461312,1868.7722,5009.345,-1.3397,4.7861,18.17645
5650118126014461952,,,,,20.016672
5650118130308729728,1652.5438,5228.833,-0.8479,4.6742,17.293396
5650118160374215296,1410.9313,4805.3687,-0.9465,4.7548,17.689325
5650118164669962112,1584.9847,5632.871,-0.7685,4.3471,15.666077
1827799169062286720,,,,,20.374731
1827799169062293376,,,,,20.377691
1827799169062293760,,,,,20.38062
1827799169062299520,,,,,20.15002
1827799169062299904,,,,,20.295134
1827799169062300288,,,,,20.35896
1827799169062302080,,,,,20.635817
1827799169062305920,,,,,20.604858
1827799169062306944,,,,,20.613153
1827799169062325504,,,,,20.331453
1827799169063900544,,,,,20.733982
2809128994946302080,,,,,20.432133
2809128999241688960,,,,,19.553125
2809129063665724160,,,,,20.047016
2809129132385902208,,,,,20.857164
2809129166744945792,,,,,20.447248
2809129166744950784,,,,,20.745874
2809129201104687104,,,,,20.00851
2809129372903382912,,,,,20.058113
2809129441622863744,3301.685,5534.6865,-2.7234,4.7349,18.734852
2809129480278436096,,,,,20.162533
2809129544702080128,,,,,19.929441
2812528684899239680,,,,,20.223783
2815909481291576448,998.1287,5065.519,-0.6786,4.6573,16.330206
2815909580075555072,,,,,20.25351
2815909580075559808,1545.8276,4539.1826,-0.0889,4.5373,17.520004
2815909580075566208,,,,,19.96139
2815909614435299328,,,,,19.10133
2815909614435305216,439.8869,4239.5737,0.1437,4.6657,16.075
2815909683154784768,571.8636,3477.418,-1.2173,4.6173,18.973068
2815909683154790016,,,,,19.438576
2815909717514532480,2058.5186,5018.8193,-1.4414,4.7734,18.363876
2815909786233965952,,,,,20.48507
2815909820593695872,962.7438,5231.931,-0.8643,4.3825,15.1331835
2815909854953452800,1838.2942,5686.414,-1.69,4.7189,17.210003
2805893475822980352,355.8238,3532.9475,-0.335,4.8774,18.015669
2805893480118378880,1991.1216,5618.692,-0.6477,4.4037,16.350452
2805893544542461824,,,,,19.88524
2805893578902205184,,,,,20.77521
2805893613261941504,,,,,19.523266
2805893720636546048,,,,,19.80412
2805893750700893696,,,,,20.251549
2805893750700894208,,,,,19.126154
2805893750700894848,,,,,20.584705
2805893853780118784,,,,,20.655298
2805893858075570048,1884.3146,4672.738,-0.6711,4.5808,18.006933
4206338279346428160,,,,,19.791107
4206338279346432896,,,,,20.416332
4206338279346433408,,,,,20.44321
4206338279346433792,,,,,20.120453
4206338279346434560,766.6179,3845.5276,-1.1158,4.9909,18.92403
4206338279346438784,,,,,20.665943
4206338279346443904,,,,,20.325548
4206338279346451584,,,,,19.989763
4206338279346452864,,,,,19.269428
4206338279346460544,,,,,20.11715
4206338279346461312,,,,,20.142265
4206338279346463744,,,,,20.021442
4206338279346466304,,,,,20.182962
4206338279346469248,,,,,20.54345
5388443983628296064,5190.589,5243.542,-0.1627,2.799,14.25028
5388444013689255424,,,,,19.415602
5388444013689258112,2041.7982,4884.755,-2.0982,4.8762,18.83902
5388444017988035712,3485.6135,5848.7256,-0.6854,3.7275,15.844349
5388444017988035968,,,,,19.819782
5388444017988036608,779.7928,4208.02,0.0665,4.4729,16.924076
5388444017988037632,1766.1793,5232.9277,-0.3798,4.5095,16.966824
5388444052345189248,,,,,20.25311
5388444052347774464,1353.1449,4735.5293,0.1769,4.6011,17.314013
5388444052349236608,,,,,19.547684
4206830997977949312,1041.6576,5123.673,-1.7922,4.7816,17.164335
4206830997977950080,1644.7756,4660.9424,-1.3859,4.833,18.525019
4206830997977950592,4069.2778,4546.9365,0.1381,2.5546,14.869853
4206830997977950976,1576.844,4664.572,-2.1838,4.8128,18.532633
4206830997977951232,,,,,19.607733
4206830997977951488,653.3483,4084.838,-0.7818,4.8,17.99648
4206830997977952000,1174.1946,4838.155,-0.6779,4.4637,16.757767
4206830997977953152,,,,,19.74582
4206831028037750912,808.6696,3959.595,-1.5082,4.6898,18.373962
4206831028037757824,962.2366,4085.024,-1.0762,4.8547,18.358252
4206831028037764096,,,,,19.04551
4206831028037766016,,,,,19.345896
4206831028037767552,,,,,19.309387
3127793376216182016,,,,,20.66862
3127793376218933888,1041.553,5584.8887,-0.2339,4.5037,15.996209
3127793376218934528,2365.0461,8280.117,-0.3634,4.4059,16.183985
3127793376218935424,,,,,19.065699
3127793376219141376,1770.368,5175.48,-0.0097,3.5903,15.69072
3127793406281590016,541.1416,3608.1777,-1.6941,4.6759,18.949116
3127793406281592832,2282.8247,8430.888,-0.8809,4.4881,16.574074
3127793406281592960,757.6742,4645.9873,-2.7356,4.9324,17.83758
3127793406281596928,682.179,4330.2383,-1.3598,4.8662,17.615326
3127793406281598592,,,,,20.574318
3127793406281615744,,,,,17.318466
3127793406282320384,,,,,19.346684
3128161364718979840,,,,,17.661112
5652493380368920064,,,,,19.623627
5652493384662340224,,,,,20.481464
5652493384662340352,,,,,20.022236
5652493384662347648,,,,,20.787376
5652493384664602496,2456.7856,5035.87,-1.9031,4.8415,18.922626
5652493384665137024,1437.765,5436.9805,-0.918,4.6333,16.727276
5652493414728637312,,,,,20.085812
5652493414728641408,,,,,19.608603
5652493414728642688,,,,,20.503334
5652493419024347008,1133.4911,4931.387,-0.0431,4.5009,16.377205
5652493419024348032,758.7119,4524.519,-0.7661,4.4655,16.200216
5652493449088386944,,,,,19.230082
5652493449088399104,1798.5021,5060.413,-0.8984,4.6402,17.627815
1827720107322932736,,,,,20.776241
1827720137359216384,2140.7263,4968.212,-0.041,2.7283,13.895249
1827720137359216640,,,,,18.970863
1827720137360964608,,,,,19.922945
1827720137365248640,661.4471,3982.7146,-0.4458,4.6992,18.836847
1827720137365249152,,,,,19.23123
1827720137365249536,,,,,19.534056
1827720137365249664,,,,,19.321594
1827720137365249920,,,,,19.434662
1827720137365250048,,,,,19.094196
1827720137365250944,,,,,20.026964
1827720137370011648,556.5121,3755.5962,-1.8509,4.4813,18.802246
1827720137370036224,,,,,19.2317
1827720141666869376,,,,,20.083931
4206211217053678976,,,,,19.751919
4206211217053681792,1309.904,5092.8,-1.3573,4.2936,16.29707
4206211217053682432,,,,,19.492195
4206211217053682816,854.4279,4733.011,-2.6536,4.9008,17.49491
4206211217053683072,1058.2164,4414.946,-2.1146,4.7304,18.053535
4206211217053684096,,,,,20.145231
4206211217053687424,,,,,19.219465
4206211217053688704,754.1991,4339.9863,-1.2958,4.8547,17.471066
4206211217053693824,1555.9089,6304.985,-0.1251,4.4003,15.883427
4206211217053696640,3949.5542,4993.031,0.202,2.2432,13.2712755
4206211217053698944,1345.9895,4760.2417,-0.5295,4.1573,16.213766
4206211217056523136,643.668,5283.4727,-1.2041,4.7037,16.1083
4206211217056526976,,,,,18.244013
4206211247077787264,1869.6711,4994.525,-0.0665,3.7202,16.307024
5651993033858111104,1555.7194,5031.5425,-0.8317,4.6975,17.499136
5651993033858111488,,,,,20.116272
5651993033858559360,1144.5411,5795.051,-1.2086,4.6194,15.994512
5651993038151881216,,,,,19.29526
5651993038153202560,527.2537,4685.6177,-0.1981,4.6066,15.437985
5651993038153203328,861.9026,4767.3447,-0.0132,4.4835,15.718472
5651993068217829760,319.0408,3361.6404,0.0672,4.8385,18.232138
5651993102577573504,,,,,19.38924
5651993102577581440,,,,,19.432602
5651993141231121792,,,,,20.474981
5651993141232429824,,,,,19.108051
5651993171299876480,2383.6387,4358.8545,-0.1272,4.5159,18.664143
5651993175590851328,,,,,19.913294
5651993175592163328,,,,,17.650688
4206484406995557632,1465.9346,4442.7627,-2.2451,4.7979,18.851254
4206484406995563648,1062.5219,3605.5918,-0.7744,4.2639,18.587439
4206484411293133568,,,,,20.383383
4206484411293143936,,,,,20.126553
4206484411293144064,,,,,20.070576
4206484411293144448,,,,,19.636808
4206484411297878912,1218.4623,4829.371,0.205,4.0882,15.527273
4206484411297879552,1976.2123,5746.813,-0.8873,3.8238,15.943513
4206484411297880576,2365.1099,7204.2935,-0.2374,4.3523,15.978655
4206484441354762624,1278.452,5379.8374,-2.2447,4.7166,17.020483
4206484441354766080,847.6879,4058.1123,0.141,4.3884,17.523193
2818711036919635840,778.5651,5531.7036,-0.8891,4.1373,13.4224825
2818711071279374080,1685.6228,5053.6113,-0.1004,3.5851,14.373638
2818711101343076224,1099.7256,4297.4766,-1.3127,4.876,18.394434
2818711135702819712,,,,,19.168028
2818711135707574144,,,,,20.576378
2818711311797528448,236.2351,4340.034,-0.0049,4.5874,14.185583
2818711311797528576,240.3204,4138.6685,0.0058,4.6353,14.898061
2818711376220975488,,,,,20.299614
2818711376220976128,487.6428,3561.169,-0.6448,4.6575,18.055758
2818711410580960256,,,,,20.68794
1827922589237390080,,,,,20.466713
1827922589237393024,,,,,19.550215
1827922589237400832,,,,,20.12574
1827922589237401344,,,,,20.53277
1827922589237401472,,,,,20.119465
1827922589237403264,,,,,20.706676
1827922589237405952,,,,,20.108213
1827922589237407488,,,,,20.325306
1827922589237410048,,,,,19.904007
1827922589237419136,,,,,20.361553
1827922589237421568,,,,,20.196554
1827922589237421824,,,,,20.54061
1827922589237424000,,,,,19.875334
1827922589237429888,,,,,19.919872
4206275675885457024,,,,,20.599018
4206275675885462912,,,,,19.417267
4206275675885464704,,,,,20.140114
4206275675885478144,,,,,20.236107
4206275675885478400,,,,,19.658455
4206275675885480064,,,,,19.540665
4206275675885480448,,,,,19.452353
4206275675885480576,,,,,20.409763
4206275675885490048,,,,,19.104898
4206275675885492480,,,,,20.384037
4206275675885493248,,,,,19.616594
4206275675885501952,,,,,19.068466
4206275675885520896,,,,,19.138212
4206275675885524352,,,,,19.702526
2802356827952828032,,,,,19.236086
2802356827952829952,,,,,20.33142
2802356827952830080,267.0194,3280.7244,-0.001,4.9062,18.097439
2802356931032046464,,,,,19.054798
2802356965391779584,,,,,20.739641
2802356969687165568,612.9507,3766.4814,-0.4045,4.5696,17.426695
2802356999751524352,,,,,20.224619
2802356999751524864,,,,,19.062773
2802356999751527040,484.6089,3610.8906,-0.6879,4.6171,17.659073
2802357004046904192,,,,,19.550325
2802357038406641664,1183.1583,4422.3076,-0.1148,4.5158,17.049631
2802357038406643072,268.0266,3612.9448,-0.4131,4.7819,16.633598
2802357068471007744,,,,,20.428541
2802357102830744448,,,,,20.709118
5653014308360301440,,,,,19.842354
5653014308360308352,,,,,20.010843
5653014308363127936,,,,,20.69917
5653014342720052864,1985.1198,5218.598,-0.1779,4.1804,16.234663
5653014347015602176,,,,,20.790623
5653014347015603456,,,,,19.934277
5653014347017151488,,,,,19.7478
5653014347017152000,,,,,12.957554
5653014377079776000,,,,,19.198025
5653014381375325056,,,,,19.69209
5653014381376886144,638.0919,4468.382,0.2305,4.3951,15.337893
5653014381378077568,,,,,20.15325
3127144488264835968,,,,,19.939632
3127144492554855168,,,,,19.961964
3127144492554856704,,,,,19.890787
3127144492554856960,,,,,20.353695
3127144492559042432,713.3434,4501.4087,-1.6356,4.8961,17.797422
3127144492559044352,,,,,20.460024
3127144492559045888,,,,,16.876066
3127144522620245248,,,,,19.19393
3127144526914568704,,,,,20.453575
3127144526914568960,,,,,19.73264
3127144526915809536,,,,,20.156342
3127144526918774144,977.9006,6037.1147,-0.8487,4.4351,15.842576
3128158723311679232,1386.8296,5524.7383,-2.9326,4.6405,17.525274
3128158723311685760,,,,,18.197863
3128158723311710720,,,,,20.262218
3128158723315720832,,,,,18.426363
3128158753378855808,2619.9573,5146.103,0.0162,2.9723,14.370481
3128158753378860288,,,,,19.231209
3128158753378869248,,,,,19.505995
3128158753378871808,2213.954,7442.5005,-0.0349,4.1062,15.970147
3128158753379417856,,,,,19.742058
3128158753379419136,495.7921,3567.0115,-0.7359,4.9414,18.821815
3128158753380034304,,,,,19.249063
3128158753380034688,569.7679,3578.1338,-1.7065,4.4706,18.829142
3128158757671456000,,,,,20.290476
5388444082408753536,,,,,19.985207
5388444086707514112,,,,,19.41373
5388444116768490496,951.0144,3657.0437,-0.1982,4.34,17.9239
5388444121064319744,,,,,16.846083
5388444121067254528,1617.9747,4753.5903,-0.6504,4.6822,18.01479
5388444121067256448,,,,,19.072971
5388444121067256960,1064.5005,3622.9233,-0.6762,4.2702,18.0841
5388444121067257856,480.5068,6457.619,-0.2712,3.9495,11.15643
5388444151128254464,,,,,20.753359
5388444151128257408,,,,,19.28207
5388444151129618688,,,,,20.249098
5388444151130169472,,,,,20.169733
5388444155424623104,,,,,20.395569
5388995624930335232,1651.6732,4807.234,-1.1028,4.7665,18.09364
5388995629225105920,,,,,19.510109
5388995629225106048,,,,,19.769028
5388995629227918592,1812.5771,5397.7856,-0.1797,4.4438,16.443789
5388995629227919104,1876.2734,6021.8687,-0.5374,4.2161,15.594636
5388995659289939072,2989.3147,5560.7017,-1.2019,4.6182,18.172777
5388995659290837760,,,,,20.42604
5388995663584812544,,,,,19.474192
5388995693649701376,,,,,19.965979
5388995693649718528,,,,,19.73373
5388995697947383808,858.167,6193.432,-0.1015,4.251,13.460547
5388995728009442688,2421.4507,4616.7534,-0.5237,4.4814,18.25725
4206831028040116224,1270.1992,4329.2593,-1.3032,4.3712,17.446058
4206831028051658112,1023.0818,4345.057,-1.228,4.6507,17.473673
4206831032333392640,,,,,19.880833
4206831032333394816,,,,,19.789757
4206831032333394944,,,,,20.45688
4206831032333395456,,,,,19.421814
4206831032333395712,,,,,19.223238
4206831032333396480,,,,,19.93228
4206831032337687552,,,,,19.018812
4206831032337688064,1701.8807,4552.914,-0.4688,4.1592,17.17963
4206831032337688576,,,,,20.15963
4206831032337688704,984.6866,4514.986,-2.124,4.9787,18.264307
2812527314805324672,,,,,16.900433
2812527447948625408,,,,,19.977903
2812527516668107136,,,,,20.3913
2812527551027851392,,,,,20.22674
2812527551028170752,,,,,19.648037
2812527555323492864,1138.9276,5207.3457,-1.2284,4.6919,16.665514
2812527555323492992,471.0276,6379.5566,-0.7649,4.0085,11.864882
2812527555323493120,747.5485,5173.4917,-0.3538,4.4168,14.8074045
2812527654107038208,,,,,19.203623
2812527658402693248,596.4915,5108.108,-0.2966,4.5286,14.808412
2812527722826521344,,,,,20.07873
2812527722826522112,1903.4553,4558.709,-0.7883,4.1837,17.107004
2812527791546001536,,,,,19.868582
2812527791546003968,,,,,19.555489
5650118194733945472,,,,,20.391598
5650118194733946368,,,,,20.50072
5650118194733949184,,,,,19.165745
5650118194733950464,,,,,19.677479
5650118194733959680,,,,,19.638813
5650118199028202368,,,,,20.301605
5650118199028205312,,,,,19.92328
5650118229093694720,1309.5466,5014.2754,-1.4043,4.5743,16.81486
5650118229093700864,1228.5582,4284.149,-1.3921,4.8963,18.713795
5650118229093707648,,,,,19.581429
5650118229093710464,,,,,19.580248
5650118229093711360,1174.9135,4492.6323,-1.8461,4.8372,18.254013
5650118233389437440,1688.7349,4716.082,-1.2864,4.3702,17.235718
5650118263453452032,1598.2809,4906.5674,-0.3068,4.6829,17.509642
2818711414876917504,,,,,20.535942
2818711444940458240,1588.0348,4384.784,-0.0103,4.5343,17.839672
2818711444940698112,,,,,20.604973
2818711479300202240,1311.8046,3863.8596,-0.3627,4.6252,18.71757
2818711548024433792,,,,,19.759083
2818711552315696256,1743.2291,5001.0083,-0.9916,4.7096,17.815916
2818711621035172608,1992.8374,5510.5684,-0.6669,4.6116,17.189384
2818711621035172736,313.5341,3513.2158,-0.1788,4.8368,17.546598
2818711719818374656,,,,,19.744658
2818711719818376064,,,,,20.790783
2818711754178114176,,,,,19.376583
2818711754178118528,1930.694,5094.3438,-0.1106,4.3665,16.574947
2815909958032679296,,,,,19.416449
2815909962327912576,1989.7754,5189.2783,-1.5954,4.3875,16.890146
2815910026752142976,,,,,20.153723
2815910026752150528,,,,,19.516855
2815910061111890048,,,,,20.473032
2815910095471629440,,,,,19.073755
2815910099766865408,592.7099,3620.8872,-0.4354,4.3837,17.215195
2815910129831378816,4162.3125,6180.556,-3.5153,4.6951,18.478817
2815910164191115264,,,,,19.647852
2815910164191121152,,,,,19.341692
2815910168486342528,754.0488,5418.9585,-0.0423,4.4548,14.697317
2805893956859342336,,,,,20.227299
2805893961154785024,,,,,19.365358
2805894094300502272,,,,,20.854095
2805894236032690048,432.9005,4490.9136,-0.655,4.5361,15.070215
2805894266097588096,,,,,20.657074
2805894373471708672,,,,,20.69144
2805894476550861824,466.3266,4175.5366,-0.1692,4.6981,16.359596
2805894540974896896,,,,,19.754417
2805894540974901632,1717.726,4206.237,-0.1432,4.6692,18.731833
2805894575336951040,,,,,20.908592
2805894682709291136,,,,,19.915342
5651023333321034880,1570.8599,5481.305,-1.1033,4.328,15.989855
5651023367680764160,,,,,19.590641
5651023367680769024,,,,,20.06559
5651023367680770304,672.0114,4504.2344,0.0872,4.6035,16.520409
5651023402040513024,879.7751,5097.004,0.0468,4.4425,15.371203
5651023402040514944,323.6132,3319.199,-0.3179,4.9779,18.982758
5651023402040515584,,,,,19.612717
5651023402040520960,515.8566,3420.5334,-0.7958,4.6244,18.822338
5651023402040522624,,,,,19.041195
5651023406336861184,,,,,19.153137
5651023440695732352,,,,,20.66037
5651023470760001024,782.1667,4203.707,-1.9229,5.0847,18.84202
5651023470760002432,1332.05,5315.244,-1.5175,4.7125,16.998821
5387902710372564992,586.2188,3479.6333,-0.731,4.5859,18.273737
5387902714667367680,843.767,3962.8242,-0.5277,4.7697,18.037117
5387902714668059776,,,,,20.859734
5387902714669133824,,,,,20.916582
5387902714670193280,1457.3728,5221.326,-0.7246,4.6432,17.242632
5387902714670374144,,,,,20.803272
5387902714670374272,,,,,20.646381
5387902744731368320,,,,,19.707758
5387902744731377536,1210.8512,4484.572,-1.4543,4.8626,18.263903
5387902744731384192,,,,,19.224209
5387902744731402112,1850.1722,4792.01,-2.1688,4.9049,18.871374
5387902749029914880,2877.9773,6472.394,-0.6071,3.77,15.122759
5387902749029915136,1716.8964,4871.226,-0.0275,4.6116,17.86259
1827862047392241920,,,,,20.669888
1827862047392243200,,,,,20.818316
1827862047404912128,1181.3708,5033.1367,-1.0963,4.3282,16.485323
1827862047404915456,1606.1232,4665.7295,0.3049,2.9795,17.563238
1827862047404917632,,,,,16.250317
1827862047404918272,,,,,19.28007
1827862047404918528,2050.103,4654.3477,-0.0601,2.6404,16.12991
1827862047404918656,,,,,19.889923
1827862047404918912,,,,,19.509455
5651993175592164992,1451.8491,5462.71,-0.9879,4.6495,16.733404
5651993209950579840,,,,,20.901546
5651993209951896448,,,,,20.28767
5651993274376282112,,,,,19.518185
5651993274376291328,1889.6049,4728.4946,-1.3615,4.8272,18.694622
5651993274376292224,2441.5266,5236.02,-1.6216,4.78,18.485998
5651993308738831488,,,,,19.47196
5651993313031108608,,,,,19.926888
